gender,age,S1,S2,S3,S4,S5,S6,EX,NR,OP,AG,CN
2,21,0.2003467082977295,0.2922118306159973,0.1859130561351776,0.10445300489664078,0.14080661535263062,0.29865503311157227,3.4,2.4,2.8,4.1,3.0
2,41,0.18513748049736023,0.38368237018585205,0.22751474380493164,0.1488528549671173,0.20716342329978943,0.09464423358440399,4.6,1.5,4.2,5.0,4.6
2,24,0.16920937597751617,0.1931006908416748,0.24446529150009155,0.14043380320072174,0.20917844772338867,0.1918436884880066,4.8,4.0,4.9,4.7,4.3
2,28,0.19532127678394318,0.22175905108451843,0.09122684597969055,0.1716008484363556,0.03782724589109421,0.040372297167778015,4.2,2.9,3.9,4.0,3.2
2,26,0.13928420841693878,0.1754622459411621,0.3882691264152527,0.20670165121555328,0.186192587018013,0.11843104660511017,2.3,2.4,2.7,2.6,3.2
1,47,0.0035962965339422226,0.026127366349101067,0.140454962849617,0.15517479181289673,0.30198705196380615,0.17548871040344238,3.6,2.9,4.5,4.2,3.8
2,41,0.07906629890203476,0.13580715656280518,0.20214775204658508,0.23206833004951477,0.21595630049705505,0.09262857586145401,2.0,3.3,3.5,4.7,3.3
1,58,0.19844748079776764,0.6857497096061707,0.3745131492614746,0.20552188158035278,0.23591351509094238,0.1442612111568451,3.1,1.8,3.3,3.7,2.7
2,19,0.2757200300693512,0.21190398931503296,0.12375134229660034,0.17333504557609558,0.23070228099822998,0.1667405217885971,3.2,3.8,3.3,4.1,3.8
2,36,0.13354536890983582,0.3688209056854248,0.3882691264152527,0.20552188158035278,0.21606996655464172,0.04021512344479561,3.4,3.7,5.0,4.6,4.3
1,25,0.06267847120761871,0.15264461934566498,0.1116570234298706,0.1832832545042038,0.36179792881011963,0.26865682005882263,3.4,3.4,4.4,4.1,3.2
1,50,0.3706718683242798,0.32136499881744385,0.47627389430999756,0.1896236538887024,0.205080047249794,0.14953619241714478,3.0,3.4,4.5,4.3,3.8
2,21,0.2807804346084595,0.1701967418193817,0.1584359109401703,0.2189653515815735,0.21606996655464172,0.5164636373519897,3.7,3.1,4.6,5.0,3.2
1,19,-0.005226507317274809,0.23733925819396973,0.25915348529815674,0.2105448842048645,0.22957096993923187,0.14045700430870056,3.2,2.0,3.7,3.5,3.3
1,21,0.018025634810328484,0.08531815558671951,0.17581945657730103,0.28701984882354736,0.16934359073638916,0.20501708984375,3.5,3.0,4.3,3.1,2.3
1,22,0.12725041806697845,0.4166114926338196,0.1317775994539261,0.17101621627807617,0.1966913938522339,0.39178043603897095,3.0,4.9,4.9,2.9,3.9
2,21,0.33598244190216064,0.17285384237766266,0.12584823369979858,0.09920457005500793,0.17272797226905823,0.1500675082206726,5.0,2.2,4.2,4.6,3.0
1,65,0.176017165184021,0.17190775275230408,0.46341776847839355,0.2732924222946167,0.21669575572013855,0.1135181337594986,2.2,3.6,3.5,3.0,3.5
1,23,0.15614664554595947,0.1834382712841034,0.3537489175796509,0.48055708408355713,0.21790915727615356,0.14419490098953247,1.5,3.5,4.5,3.0,2.3
1,21,0.05256560072302818,0.1307646930217743,0.31282833218574524,0.13278718292713165,0.17283225059509277,0.16945362091064453,2.5,4.1,4.8,4.0,1.9
2,57,0.1431896984577179,0.36723172664642334,0.19726067781448364,0.22946344316005707,0.4424484670162201,0.24511456489562988,4.0,3.3,4.2,4.5,4.2
1,25,0.2757200300693512,0.1408701092004776,0.38429170846939087,0.3557872176170349,0.23070228099822998,0.1667405217885971,2.3,3.2,3.9,4.1,3.9
2,55,0.04499208554625511,0.04200528934597969,0.10374930500984192,0.20287537574768066,0.22682897746562958,0.11843104660511017,1.6,2.6,3.9,3.4,3.9
1,33,0.06670210510492325,0.34125834703445435,0.17375388741493225,0.2630324959754944,0.18936949968338013,0.26853147149086,2.6,4.3,4.9,4.7,4.7
